CIF_ID,REP_PERD_MTHS,DIS_AMT,avg_credit_to_debit_amt_ratio_3_weeks,schm_code_encoded,avg_eod_bal_3_weeks,AVG_DEBIT_CREDIT_COUNT_RATIO,FLOW_AMT,CUST_AGE,no_of_loan_accounts,DEFAULT_STATUS_ENCODED,Predictions,Probabilities
0325934,96,9000000.0,0.0,4,0.0,0.0,169288.0,53,1,0,1,0.7793400562021393
0310755,72,150000000.0,0.0,1,0.0,0.0,6608286.0,50,1,0,1,0.6869360543648562
0333068,84,8550000.0,0.0,4,68866.30500000001,12.0,173642.0,29,10,0,0,0.23658651597106767
0344552,240,29400000.0,0.0,4,0.0,0.0,436838.0,39,1,0,1,0.7363654332036718
0342662,240,15000000.0,0.0,4,117380.17,1.0,221074.0,35,1,0,1,0.7157263699803726
0360715,180,52000000.0,4.718717831193129,4,325016.775,1.5,2330043.0,41,1,0,0,0.3703743623619108
0361836,35,980000.0,0.0,3,0.0,0.0,69486.0,39,2,0,0,0.43466189337424777
0363382,60,650000.0,0.0,3,0.0,0.0,16155.0,50,2,0,0,0.41661056204599356
0365443,48,500000.0,0.0,3,0.0,0.0,28342.0,52,1,0,0,0.47376396468472476
0368883,0,287950.0,0.10731362221571054,6,1084.7681818181818,0.21568627450980393,287950.0,35,36,0,0,0.3227893920782833
0377129,48,548907.27,0.0,3,0.0,0.0,30554.0,38,1,0,1,0.5049926577421706
0370165,60,450000.0,5.646781493588131,3,9612.2,3.0,21412.0,34,1,0,0,0.18056157415960547
0373061,0,31000.0,0.0,6,0.0,0.0,31000.0,35,7,1,0,0.4203300932644652
0374823,0,127420.0,0.0,6,-2345.35,1.0,127420.0,46,2,1,1,0.8802915245748251
0383325,84,1462091.56,1.0,8,0.0,0.5,52800.0,34,1,0,0,0.09443451900582354
0381103,42,550000.0,1.993989777484782,8,-918.995,1.0,16302.02,28,1,0,0,0.09016316221951914
0377083,36,2000000.0,0.4041296716212537,1,7561.39875,0.4186991869918699,71829.0,43,2,0,0,0.38206688436637853
0378130,0,113340.0,0.0,6,0.0,0.0,113340.0,28,3,1,1,0.5590652689265921
0380102,48,755494.0,40.80447291282162,3,84736.87,19.0,41290.0,35,1,0,0,0.04522189505681446
